1;230;321.6;437;
2;210;297.52;430;
3;210;280.4;430;
4;208;264.13;368;
5;210;259.79;377;
6;208;252.41;364;
7;208;241.59;371;
8;208;232.51;349;
9;208;229.93;349;
10;205;227.24;354;
11;205;225.04;311;
12;204;223.81;275;
13;204;218.99;280;
14;204;221.6;280;
15;204;218.57;280;
16;204;215.82;254;
17;204;216.8;295;
18;200;220.02;280;
19;200;222.71;288;
20;202;220.67;289;
21;198;220.7;290;
22;200;219.91;290;
23;196;221.63;283;
24;196;218.81;280;
25;196;215.11;275;
26;195;216.74;275;
27;194;214.88;276;
28;198;216.73;280;
29;193;217.11;290;
30;193;216.72;290;
31;193;216.12;290;
32;193;213.26;276;
33;190;211.93;276;
34;193;214.22;270;
35;190;212.49;265;
36;188;213.59;268;
37;188;211.91;273;
38;188;209.18;314;
39;181;208.99;270;
40;179;209.6;284;
41;179;211.4;303;
42;182;210.53;308;
43;182;214.2;308;
44;179;206.33;266;
45;179;204.8;259;
46;179;203.93;259;
47;179;202.83;264;
48;179;200.03;261;
49;179;199.3;261;
50;179;202.72;289;
51;179;204.12;284;
52;179;206.54;298;
53;178;204.74;298;
54;178;200.07;298;
55;178;196.53;256;
56;178;199.34;275;
57;178;199.95;275;
58;178;193.93;249;
59;178;194.73;239;
60;178;194.71;255;
61;178;197.03;261;
62;178;199.35;273;
63;178;196.48;273;
64;178;203.04;273;
65;178;203.35;273;
66;178;199.61;246;
67;178;195.39;248;
68;178;198.25;258;
69;178;198.63;244;
70;178;197.77;242;
71;177;194.76;242;
72;177;195.23;243;
73;177;202.29;258;
74;177;197.73;252;
75;177;198.0;243;
76;177;196.26;253;
77;177;196.79;248;
78;177;198.28;241;
79;177;198.65;268;
80;177;195.32;236;
81;177;196.34;239;
82;177;196.9;248;
83;172;196.87;254;
84;172;201.58;268;
85;172;200.39;268;
86;172;200.52;260;
87;172;199.69;267;
88;172;199.84;282;
89;172;196.32;282;
90;172;197.61;274;
91;172;195.74;274;
92;172;198.03;276;
93;172;197.86;249;
94;172;199.47;268;
95;172;194.88;247;
96;172;191.85;248;
97;172;192.17;247;
98;172;189.34;236;
99;172;193.02;244;
100;172;191.69;244;
101;172;187.91;242;
102;167;189.95;275;
103;167;194.52;275;
104;167;194.11;275;
105;167;192.75;267;
106;167;191.01;275;
107;167;191.58;236;
108;167;189.54;254;
109;167;190.85;262;
110;167;198.18;262;
111;167;193.82;263;
112;167;194.34;263;
113;167;191.73;263;
114;167;188.82;241;
115;167;189.34;265;
116;167;186.23;251;
117;167;189.13;233;
118;167;187.68;233;
119;167;190.89;244;
120;167;191.77;244;
121;167;189.65;241;
122;169;190.09;233;
123;169;191.42;245;
124;169;193.42;268;
125;169;193.4;246;
126;169;196.16;254;
127;174;195.29;254;
128;169;194.61;266;
129;172;194.73;251;
130;174;193.4;251;
131;174;194.57;251;
132;174;193.39;258;
133;171;193.23;258;
134;171;191.69;240;
135;171;191.28;240;
136;171;192.62;251;
137;171;190.17;251;
138;172;190.25;251;
139;169;185.79;249;
140;172;188.8;241;
141;172;193.57;249;
142;172;188.8;252;
143;169;188.41;246;
144;171;187.74;241;
145;172;189.09;242;
146;172;190.29;242;
147;169;190.88;254;
148;170;187.34;254;
149;172;190.68;255;
150;170;191.79;246;
151;170;191.01;232;
152;170;190.31;261;
153;168;190.15;261;
154;170;191.35;261;
155;168;193.03;265;
156;172;192.66;265;
157;169;191.17;286;
158;169;193.27;286;
159;169;189.64;233;
160;171;191.42;234;
161;171;193.79;261;
162;171;195.52;272;
163;170;191.51;249;
164;170;193.39;298;
165;170;193.39;257;
166;170;192.12;277;
167;169;194.0;269;
168;169;194.21;290;
169;169;193.52;269;
170;169;195.08;297;
171;169;196.85;297;
172;169;193.3;269;
173;169;190.6;264;
174;169;194.02;269;
175;172;193.58;287;
176;171;193.44;269;
177;171;193.77;290;
178;166;191.5;290;
179;171;190.38;278;
180;169;190.09;270;
181;169;193.33;258;
182;167;193.61;255;
183;169;192.63;259;
184;170;192.67;258;
185;170;194.29;281;
186;170;192.76;281;
187;171;197.23;295;
188;169;202.96;286;
189;171;198.24;286;
190;169;196.3;286;
191;170;200.99;309;
192;170;197.49;309;
193;170;199.03;327;
194;170;188.99;272;
195;170;190.34;245;
196;172;190.41;249;
197;172;191.05;252;
198;172;191.91;252;
199;171;191.61;256;
200;171;189.22;238;
201;166;191.57;303;
202;165;192.68;271;
203;168;193.01;239;
204;168;190.16;234;
205;168;189.38;231;
206;168;189.14;246;
207;168;189.21;249;
208;169;191.87;231;
209;168;191.75;246;
210;168;192.6;252;
211;173;195.31;250;
212;168;193.85;250;
213;168;192.76;249;
214;168;193.03;250;
215;168;191.34;250;
216;168;195.42;255;
217;175;196.37;255;
218;173;196.59;261;
219;166;195.92;261;
220;166;195.51;267;
221;166;195.67;235;
222;166;196.97;247;
223;166;197.37;262;
224;173;195.06;247;
225;172;194.67;261;
226;166;193.6;244;
227;172;197.25;248;
228;172;194.71;272;
229;173;199.09;272;
230;173;197.43;277;
231;172;195.72;260;
232;172;197.93;260;
233;173;199.37;259;
234;173;199.89;317;
235;173;198.88;258;
236;171;200.37;263;
237;173;198.09;272;
238;173;195.58;256;
239;172;194.8;256;
240;173;197.49;256;
241;173;195.46;251;
242;173;194.61;246;
243;173;195.1;239;
244;173;200.46;274;
245;173;196.73;275;
246;173;196.15;277;
247;173;193.52;251;
248;173;194.48;242;
249;173;197.15;264;
250;167;192.6;257;
251;167;192.48;248;
252;167;192.11;260;
253;172;194.78;247;
254;172;196.99;245;
255;171;195.97;253;
256;172;196.49;253;
257;170;193.79;249;
258;172;194.57;249;
259;170;193.42;280;
260;170;194.9;278;
261;170;195.69;238;
262;172;195.99;249;
263;172;194.69;243;
264;172;191.39;243;
265;171;194.52;237;
266;173;196.96;245;
267;172;191.79;246;
268;172;190.1;246;
269;171;192.87;239;
270;171;190.6;235;
271;171;192.26;238;
272;169;191.31;238;
273;169;194.31;253;
274;168;195.72;265;
275;169;196.05;276;
276;169;196.24;298;
277;166;193.21;298;
278;167;190.21;298;
279;167;192.12;298;
280;169;191.97;260;
281;168;190.53;235;
282;168;192.69;239;
283;165;192.03;228;
284;165;195.94;251;
285;165;194.1;252;
286;168;194.86;269;
287;168;193.43;249;
288;168;194.27;263;
289;168;192.98;242;
290;167;194.81;240;
291;167;193.21;244;
292;167;195.94;244;
293;165;191.35;241;
294;169;192.18;240;
295;169;191.41;242;
296;165;195.09;242;
297;165;195.76;259;
298;165;193.32;285;
299;171;193.88;256;
300;171;193.09;274;
301;171;188.98;274;
302;167;191.79;274;
303;166;195.05;274;
304;166;194.44;262;
305;166;190.44;283;
306;166;190.09;285;
307;166;187.09;310;
308;165;186.86;254;
309;165;190.8;292;
310;165;188.36;292;
311;165;193.09;292;
312;165;188.5;256;
313;165;192.34;256;
314;170;191.11;258;
315;170;190.3;250;
316;165;191.36;250;
317;165;190.7;260;
318;165;193.91;249;
319;164;195.72;265;
320;164;191.8;242;
321;165;189.6;242;
322;169;193.64;242;
323;169;194.03;247;
324;169;193.5;260;
325;169;191.36;243;
326;169;190.08;232;
327;169;192.39;240;
328;166;194.16;255;
329;166;191.85;255;
330;166;188.04;228;
331;167;191.9;236;
332;167;192.74;261;
333;165;190.89;253;
334;165;191.01;253;
335;167;190.46;254;
336;167;192.54;254;
337;167;193.28;314;
338;166;193.62;272;
339;166;190.13;248;
340;166;193.12;248;
341;166;190.53;256;
342;166;189.11;290;
343;166;187.93;249;
344;166;191.37;265;
345;166;191.57;252;
346;166;191.34;253;
347;165;194.18;275;
348;165;188.93;239;
349;165;189.28;269;
350;165;193.44;266;
351;165;196.17;273;
352;165;193.49;232;
353;165;190.14;233;
354;165;190.67;236;
355;165;189.75;233;
356;165;187.66;225;
357;165;194.99;268;
358;165;196.07;291;
359;165;193.48;257;
360;165;189.85;257;
361;165;187.97;264;
362;165;189.72;264;
363;165;188.11;264;
364;165;191.02;268;
365;165;186.41;258;
366;165;186.09;258;
367;165;186.67;247;
368;165;189.5;250;
369;165;189.21;227;
370;165;191.16;238;
371;165;189.15;248;
372;165;190.8;232;
373;165;188.25;244;
374;165;184.35;246;
375;165;188.34;246;
376;165;188.76;263;
377;165;184.67;235;
378;165;185.87;235;
379;165;185.86;238;
380;165;188.01;255;
381;165;187.59;255;
382;165;189.54;255;
383;165;185.77;265;
384;165;188.61;265;
385;165;183.91;245;
386;165;188.25;263;
387;165;187.54;263;
388;165;188.81;265;
389;165;188.23;265;
390;165;188.34;245;
391;165;185.66;240;
392;165;187.72;261;
393;165;191.95;245;
394;165;194.5;252;
395;167;196.81;272;
396;167;192.45;252;
397;166;191.6;260;
398;167;193.37;270;
399;165;192.95;240;
400;165;189.59;246;
401;165;192.92;251;
402;165;192.93;242;
403;165;196.31;246;
404;167;195.2;303;
405;165;189.61;259;
406;165;185.77;240;
407;165;186.16;235;
408;165;186.79;235;
409;165;191.24;254;
410;165;190.15;236;
411;165;191.06;259;
412;165;190.17;249;
413;165;190.36;256;
414;165;190.98;254;
415;166;189.92;269;
416;168;194.74;269;
417;165;193.78;263;
418;165;191.31;263;
419;165;190.94;261;
420;164;190.19;249;
421;164;189.37;245;
422;167;194.46;256;
423;166;190.19;236;
424;165;188.82;240;
425;165;192.03;248;
426;165;190.42;248;
427;165;188.33;255;
428;165;188.25;243;
429;165;189.45;270;
430;165;187.57;245;
431;165;193.01;271;
432;165;193.99;245;
433;165;190.88;269;
434;165;191.13;269;
435;167;192.77;261;
436;165;192.89;261;
437;165;191.08;261;
438;166;191.19;251;
439;166;191.57;269;
440;165;185.92;246;
441;165;187.82;234;
442;166;187.17;234;
443;164;187.51;242;
444;166;185.48;243;
445;166;186.86;238;
446;166;185.56;238;
447;166;189.24;274;
448;166;186.95;224;
449;166;190.25;241;
450;167;187.48;238;
451;163;188.64;238;
452;166;184.49;238;
453;165;184.7;238;
454;166;185.45;249;
455;166;188.74;270;
456;166;189.98;249;
457;166;191.86;257;
458;166;193.97;257;
459;166;188.43;248;
460;168;189.87;249;
461;166;190.86;277;
462;166;188.43;265;
463;168;188.09;240;
464;167;187.02;257;
465;167;189.41;265;
466;163;187.44;249;
467;166;190.11;249;
468;166;189.19;264;
469;166;189.2;264;
470;166;189.04;264;
471;166;189.15;264;
472;166;189.22;232;
473;166;186.77;230;
474;166;191.5;249;
475;166;192.93;240;
476;166;190.54;276;
477;166;190.91;276;
478;166;190.53;258;
479;166;186.98;224;
480;166;186.84;226;
481;166;188.01;241;
482;162;191.2;242;
483;162;190.41;294;
484;164;188.72;260;
485;166;191.28;239;
486;164;191.71;239;
487;168;193.99;239;
488;166;190.5;258;
489;165;191.39;253;
490;165;188.92;233;
491;165;189.3;233;
492;166;190.62;244;
493;166;190.8;244;
494;164;190.08;231;
495;163;192.84;262;
496;163;192.71;262;
497;163;188.32;262;
498;162;194.49;262;
499;163;189.74;253;
500;164;191.32;258;
501;162;191.53;253;
502;162;190.15;269;
503;164;189.91;276;
504;164;189.24;276;
505;166;189.79;280;
506;166;189.85;269;
507;166;191.01;269;
508;166;187.99;269;
509;164;188.34;231;
510;164;189.98;244;
511;164;187.8;244;
512;163;190.14;247;
513;162;188.04;252;
514;163;186.38;243;
515;164;189.27;239;
516;163;189.15;240;
517;163;190.49;240;
518;163;190.35;245;
519;163;193.17;261;
520;163;190.58;263;
521;162;192.74;263;
522;162;190.7;263;
523;162;189.41;235;
524;162;187.27;259;
525;162;189.33;253;
526;161;188.79;264;
527;162;186.07;247;
528;162;187.33;275;
529;162;192.05;275;
530;161;193.61;275;
531;164;191.61;301;
532;165;189.27;245;
533;165;190.55;264;
534;166;189.44;252;
535;162;189.7;266;
536;165;188.22;242;
537;165;191.24;236;
538;165;191.17;257;
539;165;188.03;269;
540;166;190.55;255;
541;163;189.79;255;
542;163;188.09;255;
543;165;186.41;250;
544;163;188.0;251;
545;163;185.6;237;
546;163;185.59;252;
547;161;186.09;239;
548;163;186.41;234;
549;163;184.75;226;
550;163;184.56;217;
551;163;185.36;239;
552;163;185.17;247;
553;163;181.6;224;
554;161;183.52;224;
555;164;188.27;259;
556;164;189.32;259;
557;161;190.76;259;
558;161;189.64;242;
559;161;188.37;242;
560;161;188.83;244;
561;161;186.62;249;
562;161;186.72;234;
563;161;185.27;252;
564;161;189.9;235;
565;161;187.78;235;
566;162;187.71;250;
567;161;186.78;236;
568;161;186.86;245;
569;161;187.11;247;
570;161;185.0;242;
571;161;185.22;268;
572;161;187.32;247;
573;161;183.6;247;
574;161;188.37;233;
575;161;187.24;258;
576;161;187.76;273;
577;161;185.76;266;
578;161;187.82;250;
579;161;187.06;250;
580;161;184.23;236;
581;161;183.64;233;
582;162;181.18;233;
583;161;187.29;233;
584;161;184.09;226;
585;162;184.28;248;
586;161;185.43;256;
587;161;190.31;249;
588;161;186.1;228;
589;161;185.97;259;
590;160;187.45;245;
591;160;188.8;245;
592;160;190.05;271;
593;164;188.77;263;
594;161;192.54;258;
595;166;186.89;235;
596;165;188.63;242;
597;160;189.95;261;
598;160;189.9;252;
599;160;189.62;252;
600;160;187.86;252;
601;160;187.4;280;
602;160;189.66;282;
603;160;189.2;280;
604;160;185.98;254;
605;160;188.2;260;
606;163;188.23;254;
607;163;187.38;250;
608;163;183.93;250;
609;163;183.79;230;
610;162;181.97;238;
611;162;185.7;254;
612;162;188.55;275;
613;162;185.58;286;
614;162;183.15;260;
615;162;182.54;247;
616;161;184.33;245;
617;161;185.81;245;
618;162;186.21;240;
619;161;185.56;245;
620;161;183.7;257;
621;161;183.49;246;
622;161;183.36;231;
623;162;183.41;254;
624;161;183.87;258;
625;161;184.97;258;
626;163;187.65;261;
627;165;188.59;233;
628;165;187.48;237;
629;163;186.19;248;
630;163;181.13;236;
631;161;184.09;236;
632;161;184.86;236;
633;163;187.84;248;
634;161;183.72;243;
635;163;186.79;253;
636;162;186.02;253;
637;163;185.42;253;
638;163;183.52;243;
639;161;184.67;233;
640;162;186.27;245;
641;162;186.23;262;
642;162;184.1;263;
643;162;186.87;254;
644;162;187.96;251;
645;162;188.09;237;
646;162;186.73;225;
647;162;187.21;226;
648;162;189.2;234;
649;163;190.53;260;
650;163;191.09;262;
651;163;187.13;252;
652;163;192.35;261;
653;162;188.91;241;
654;163;188.11;232;
655;165;192.06;254;
656;162;187.96;240;
657;163;184.57;232;
658;162;187.41;250;
659;163;188.79;232;
660;163;186.91;242;
661;163;186.34;242;
662;163;187.3;265;
663;160;185.13;235;
664;160;186.6;243;
665;163;184.1;243;
666;164;189.81;252;
667;164;190.74;261;
668;164;191.75;261;
669;164;191.42;237;
670;164;195.92;244;
671;164;191.03;244;
672;164;189.84;244;
673;164;190.84;252;
674;166;195.85;240;
675;164;194.39;252;
676;166;191.72;231;
677;166;188.31;238;
678;164;188.49;238;
679;165;191.14;241;
680;168;190.91;232;
681;169;194.96;263;
682;168;196.89;271;
683;164;191.48;248;
684;164;195.23;240;
685;164;192.54;247;
686;164;196.11;247;
687;164;191.21;243;
688;164;193.69;251;
689;164;190.43;240;
690;164;191.95;247;
691;164;192.74;252;
692;164;187.55;249;
693;164;189.89;254;
694;164;186.1;247;
695;164;186.62;259;
696;164;184.53;257;
697;164;189.85;257;
698;163;185.5;246;
699;164;188.51;285;
700;164;187.16;262;
701;164;188.67;262;
702;164;186.77;266;
703;164;187.47;266;
704;164;188.94;266;
705;164;186.03;259;
706;164;188.97;246;
707;164;184.87;244;
708;163;187.48;236;
709;163;186.45;246;
710;163;184.81;246;
711;164;185.72;246;
712;164;186.07;254;
713;164;188.46;246;
714;164;189.48;246;
715;163;187.41;237;
716;164;188.58;237;
717;164;188.28;226;
718;164;187.5;252;
719;164;186.58;252;
720;164;186.08;253;
721;164;187.64;253;
722;164;188.6;249;
723;163;186.6;252;
724;163;188.09;253;
725;163;192.18;265;
726;163;190.18;252;
727;163;193.52;274;
728;163;190.76;257;
729;163;190.09;257;
730;163;187.4;249;
731;163;192.85;256;
732;163;191.27;259;
733;163;190.46;260;
734;163;193.76;267;
735;163;191.45;260;
736;163;189.7;278;
737;163;186.75;249;
738;163;189.97;279;
739;164;186.82;249;
740;163;188.43;285;
741;163;187.58;252;
742;163;184.51;235;
743;163;184.55;235;
744;163;186.79;235;
745;163;185.76;244;
746;163;184.04;239;
747;163;184.22;246;
748;163;185.85;244;
749;163;190.27;283;
750;163;192.35;264;
751;163;186.38;242;
752;163;185.03;242;
753;163;186.16;242;
754;163;186.48;230;
755;158;187.57;229;
756;163;189.94;253;
757;163;186.54;253;
758;161;189.44;271;
759;161;190.56;268;
760;163;187.08;268;
761;163;188.73;268;
762;163;189.06;268;
763;163;187.87;240;
764;163;189.36;262;
765;163;188.15;246;
766;163;185.34;238;
767;163;189.83;238;
768;163;189.89;289;
769;163;185.62;238;
770;163;188.99;272;
771;164;189.63;264;
772;162;188.36;246;
773;163;187.01;254;
774;163;186.01;237;
775;163;188.01;237;
776;163;186.77;231;
777;163;190.47;250;
778;166;192.15;277;
779;167;192.78;253;
780;167;193.63;253;
781;167;193.56;252;
782;165;191.93;244;
783;165;192.47;252;
784;167;192.9;252;
785;165;191.67;250;
786;167;195.19;265;
787;169;195.84;266;
788;165;192.92;265;
789;165;191.53;273;
790;167;192.1;275;
791;168;192.6;275;
792;168;190.76;302;
793;167;189.85;275;
794;166;192.13;275;
795;169;191.55;275;
796;169;197.2;275;
797;169;191.73;286;
798;169;191.23;275;
799;169;191.39;275;
800;167;191.68;253;
801;167;195.11;263;
802;167;193.14;254;
803;168;192.73;241;
804;167;193.71;271;
805;161;193.47;271;
806;161;193.24;276;
